fold,accuracy,precision_weighted,recall_weighted,f1_weighted,precision_macro,recall_macro,f1_macro,mcc,fit_time,score_time
1,0.8709,0.8859244883992766,0.8709,0.8519474221450601,0.8859244883992765,0.8708999999999999,0.8519474221450601,0.8648825700349189,86.07012391090393,60.88830256462097
2,0.8705,0.8862591023933152,0.8705,0.8501630730202583,0.8862591023933152,0.8705,0.8501630730202584,0.8645807565905285,119.95147562026978,62.54461908340454
3,0.8714333333333333,0.8866169452926522,0.8714333333333333,0.8530793069786415,0.8866169452926524,0.8714333333333333,0.8530793069786413,0.8654255803071085,77.11492681503296,57.274922370910645
4,0.8733666666666666,0.8931301903392398,0.8733666666666666,0.855177723595248,0.8931301903392399,0.8733666666666665,0.8551777235952479,0.867495064465659,100.24175596237183,51.26423788070679
5,0.8694666666666667,0.8833871208013939,0.8694666666666667,0.8494428985545216,0.883387120801394,0.8694666666666666,0.8494428985545216,0.863417073244601,105.37845706939697,59.22396945953369
