label,count,proportion
0,1340837,0.8311088190683631
1,110622,0.06856830456124083
10,940,0.0005826526937459672
11,417,0.00025847465243837055
12,23,1.4256395698039622e-05
13,13,8.057962785848482e-06
14,8,4.958746329752912e-06
2,81928,0.05078252116299957
3,58044,0.03597818399552225
4,6584,0.004081048229386646
5,3796,0.002352925133467757
6,3447,0.002136599824832286
7,3345,0.0020733758091279362
8,2060,0.001276877179911375
9,1247,0.0007729445841502351
