μ ACCURACY,σ ACCURACY,μ PRECISION WEIGHTED,σ PRECISION WEIGHTED,μ RECALL WEIGHTED,σ RECALL WEIGHTED,μ F1 WEIGHTED,σ F1 WEIGHTED,μ PRECISION MACRO,σ PRECISION MACRO,μ RECALL MACRO,σ RECALL MACRO,μ F1 MACRO,σ F1 MACRO,μ FPR WEIGHTED,σ FPR WEIGHTED,μ FNR WEIGHTED,σ FNR WEIGHTED,μ FPR MACRO,σ FPR MACRO,μ FNR MACRO,σ FNR MACRO,μ MCC,σ MCC,μ AUC-ROC,σ AUC-ROC,μ DETECTION LATENCY (S),σ DETECTION LATENCY (S),μ FIT TIME,σ² FIT TIME,μ SCORE TIME,σ² SCORE TIME
0.507579,0.036025,0.654848,0.040021,0.507579,0.036025,0.555992,0.02567,0.243278,0.025441,0.245596,0.019126,0.1812,0.013642,0.096242,0.01947,0.492421,0.036025,0.042047,0.001999,0.754404,0.019126,0.381189,0.032573,0.794765,0.0237,0.0,0.0,58.486361,30.57355,0.054875,1.4e-05
