μ ACCURACY,σ ACCURACY,μ PRECISION WEIGHTED,σ PRECISION WEIGHTED,μ RECALL WEIGHTED,σ RECALL WEIGHTED,μ F1 WEIGHTED,σ F1 WEIGHTED,μ PRECISION MACRO,σ PRECISION MACRO,μ RECALL MACRO,σ RECALL MACRO,μ F1 MACRO,σ F1 MACRO,μ FPR WEIGHTED,σ FPR WEIGHTED,μ FNR WEIGHTED,σ FNR WEIGHTED,μ FPR MACRO,σ FPR MACRO,μ FNR MACRO,σ FNR MACRO,μ MCC,σ MCC,μ AUC-ROC,σ AUC-ROC,μ DETECTION LATENCY (S),σ DETECTION LATENCY (S),μ FIT TIME,σ² FIT TIME,μ SCORE TIME,σ² SCORE TIME
0.987489,0.000367,0.987386,0.000375,0.987489,0.000367,0.986539,0.00022,0.79499,0.03131,0.698359,0.028166,0.708244,0.033962,0.004758,0.000313,0.012511,0.000367,0.001233,1.4e-05,0.301641,0.028166,0.982202,0.000519,0.999411,2.7e-05,1e-06,0.0,132.046274,1652.549258,0.113234,7.1e-05
