N,métrica,tipo_tiempo,tiempo,valor_métrica,delta_métrica,delta_tiempo,VD,VD_normalizado
500.0,σ F1 MACRO,fit_time,0.002362375,0.01756325,,,,
1000.0,σ F1 MACRO,fit_time,0.003698625,0.021376875,0.003813625000000001,0.0013362500000000002,2.853975678203929,1.0
2000.0,σ F1 MACRO,fit_time,0.006687875,0.011759499999999999,-0.009617375000000001,0.00298925,-3.2173203980931673,0.0
5000.0,σ F1 MACRO,fit_time,0.01624625,0.012836375,0.0010768750000000014,0.009558375000000001,0.11266297880131312,0.5484798196376955
10000.0,σ F1 MACRO,fit_time,0.034195375,0.01271175,-0.00012462499999999974,0.017949125,-0.006943235394483003,0.5287795426799056
20000.0,σ F1 MACRO,fit_time,0.08100925,0.0118375,-0.00087425,0.046813875000000005,-0.01867501889130092,0.5268472067586483
30000.0,σ F1 MACRO,fit_time,0.110668875,0.0154765,0.003639,0.029659624999999995,0.12269204347661174,0.550131701632786
40000.0,σ F1 MACRO,fit_time,0.167475875,0.014315125,-0.001161375000000001,0.056806999999999996,-0.020444223423169698,0.5265558020059175
500.0,σ F1 MACRO,score_time,1.0639145,0.01756325,,,,
1000.0,σ F1 MACRO,score_time,1.53447125,0.021376875,0.003813625000000001,0.47055674999999986,0.008104495366393112,1.0
2000.0,σ F1 MACRO,score_time,2.581132875,0.011759499999999999,-0.009617375000000001,1.0466616250000003,-0.009188619101230542,0.0
5000.0,σ F1 MACRO,score_time,5.524384125,0.012836375,0.0010768750000000014,2.94325125,0.00036587939952459087,0.5525030507745243
10000.0,σ F1 MACRO,score_time,10.03260875,0.01271175,-0.00012462499999999974,4.5082246249999995,-2.7643919805792675e-05,0.5297469810065746
20000.0,σ F1 MACRO,score_time,17.529364375,0.0118375,-0.00087425,7.4967556250000005,-0.00011661711328625574,0.5246019740937342
30000.0,σ F1 MACRO,score_time,28.67070225,0.0154765,0.003639,11.141337875000001,0.00032662145613279855,0.550232901955161
40000.0,σ F1 MACRO,score_time,32.333480375,0.014315125,-0.001161375000000001,3.662778124999999,-0.00031707489789597923,0.5130102053013041
500.0,σ F1 MACRO,total_time,1.066276875,0.01756325,,,,
1000.0,σ F1 MACRO,total_time,1.5381698750000001,0.021376875,0.003813625000000001,0.4718930000000001,0.008081546028442889,1.0
2000.0,σ F1 MACRO,total_time,2.58782075,0.011759499999999999,-0.009617375000000001,1.049650875,-0.00916245127695435,0.0
5000.0,σ F1 MACRO,total_time,5.540630375,0.012836375,0.0010768750000000014,2.952809625,0.0003646950317699542,0.5524905936828453
10000.0,σ F1 MACRO,total_time,10.066804124999999,0.01271175,-0.00012462499999999974,4.526173749999999,-2.7534294281124264e-05,0.5297447465857621
20000.0,σ F1 MACRO,total_time,17.610373625,0.0118375,-0.00087425,7.543569500000002,-0.00011589341093762042,0.5246206958745713
30000.0,σ F1 MACRO,total_time,28.781371125,0.0154765,0.003639,11.170997499999999,0.0003257542578449239,0.5502323716920055
40000.0,σ F1 MACRO,total_time,32.50095625,0.014315125,-0.001161375000000001,3.719585125000002,-0.00031223240253172064,0.5132347632444003
500.0,μ F1 MACRO,fit_time,0.002362375,0.216309375,,,,
1000.0,μ F1 MACRO,fit_time,0.003698625,0.251954375,0.03564500000000001,0.0013362500000000002,26.675397567820397,1.0
2000.0,μ F1 MACRO,fit_time,0.006687875,0.269872,0.017917624999999993,0.00298925,5.99402023919043,0.21789362615675562
5000.0,μ F1 MACRO,fit_time,0.01624625,0.288603875,0.01873187500000001,0.009558375000000001,1.9597342644539482,0.06532928169310634
10000.0,μ F1 MACRO,fit_time,0.034195375,0.31460275,0.025998874999999977,0.017949125,1.4484759006358237,0.045995055608014555
20000.0,μ F1 MACRO,fit_time,0.08100925,0.344196,0.029593250000000015,0.046813875000000005,0.6321469863368502,0.01512399528738855
30000.0,μ F1 MACRO,fit_time,0.110668875,0.367966,0.023770000000000013,0.029659624999999995,0.8014261812143618,0.02152561618376262
40000.0,μ F1 MACRO,fit_time,0.167475875,0.38115775,0.013191750000000002,0.056806999999999996,0.2322205009945958,0.0
500.0,μ F1 MACRO,score_time,1.0639145,0.216309375,,,,
1000.0,μ F1 MACRO,score_time,1.53447125,0.251954375,0.03564500000000001,0.47055674999999986,0.07575069319481662,1.0
2000.0,μ F1 MACRO,score_time,2.581132875,0.269872,0.017917624999999993,1.0466616250000003,0.01711883245934424,0.20355755197721834
5000.0,μ F1 MACRO,score_time,5.524384125,0.288603875,0.01873187500000001,2.94325125,0.00636434792986158,0.057470972454725607
10000.0,μ F1 MACRO,score_time,10.03260875,0.31460275,0.025998874999999977,4.5082246249999995,0.005766987486786992,0.04935655807888334
20000.0,μ F1 MACRO,score_time,17.529364375,0.344196,0.029593250000000015,7.4967556250000005,0.003947474278248201,0.024640686267199723
30000.0,μ F1 MACRO,score_time,28.67070225,0.367966,0.023770000000000013,11.141337875000001,0.0021334960187624694,0.0
40000.0,μ F1 MACRO,score_time,32.333480375,0.38115775,0.013191750000000002,3.662778124999999,0.003601569505387391,0.019941991042039423
500.0,μ F1 MACRO,total_time,1.066276875,0.216309375,,,,
1000.0,μ F1 MACRO,total_time,1.5381698750000001,0.251954375,0.03564500000000001,0.4718930000000001,0.07553619146713345,1.0
2000.0,μ F1 MACRO,total_time,2.58782075,0.269872,0.017917624999999993,1.049650875,0.01707008056369218,0.20354969238574827
5000.0,μ F1 MACRO,total_time,5.540630375,0.288603875,0.01873187500000001,2.952809625,0.006343746254891054,0.0574309899817694
10000.0,μ F1 MACRO,total_time,10.066804124999999,0.31460275,0.025998874999999977,4.526173749999999,0.005744117755090596,0.04926259472269226
20000.0,μ F1 MACRO,total_time,17.610373625,0.344196,0.029593250000000015,7.543569500000002,0.003922977046874163,0.024454238995674983
30000.0,μ F1 MACRO,total_time,28.781371125,0.367966,0.023770000000000013,11.170997499999999,0.0021278314671541207,0.0
40000.0,μ F1 MACRO,total_time,32.50095625,0.38115775,0.013191750000000002,3.719585125000002,0.0035465648873945306,0.019326591960926648
500.0,μ ACCURACY,fit_time,0.002362375,0.430791125,,,,
1000.0,μ ACCURACY,fit_time,0.003698625,0.451733,0.020941875,0.0013362500000000002,15.672123479887743,1.0
2000.0,μ ACCURACY,fit_time,0.006687875,0.468543125,0.01681012500000001,0.00298925,5.623525968052189,0.34133147206584885
5000.0,μ ACCURACY,fit_time,0.01624625,0.4905785,0.022035374999999968,0.009558375000000001,2.3053474047628355,0.12383049373228423
10000.0,μ ACCURACY,fit_time,0.034195375,0.511640875,0.021062375000000022,0.017949125,1.1734485664342982,0.049636444191131265
20000.0,μ ACCURACY,fit_time,0.08100925,0.535054875,0.023414000000000046,0.046813875000000005,0.5001508633925315,0.005502921438167867
30000.0,μ ACCURACY,fit_time,0.110668875,0.561140375,0.026085499999999984,0.029659624999999995,0.8794952734567612,0.030368304280177373
40000.0,μ ACCURACY,fit_time,0.167475875,0.584783375,0.02364299999999997,0.056806999999999996,0.41619870790571534,0.0
500.0,μ ACCURACY,score_time,1.0639145,0.430791125,,,,
1000.0,μ ACCURACY,score_time,1.53447125,0.451733,0.020941875,0.47055674999999986,0.04450446200166081,1.0
2000.0,μ ACCURACY,score_time,2.581132875,0.468543125,0.01681012500000001,1.0466616250000003,0.016060706343370527,0.3253880495878135
5000.0,μ ACCURACY,score_time,5.524384125,0.4905785,0.022035374999999968,2.94325125,0.0074867461620885985,0.12203600036694413
10000.0,μ ACCURACY,score_time,10.03260875,0.511640875,0.021062375000000022,4.5082246249999995,0.004671988809785631,0.05527727236399497
20000.0,μ ACCURACY,score_time,17.529364375,0.535054875,0.023414000000000046,7.4967556250000005,0.0031232177185981096,0.018544447798913358
30000.0,μ ACCURACY,score_time,28.67070225,0.561140375,0.026085499999999984,11.141337875000001,0.0023413256372498245,0.0
40000.0,μ ACCURACY,score_time,32.333480375,0.584783375,0.02364299999999997,3.662778124999999,0.006454936442539767,0.0975641558003772
500.0,μ ACCURACY,total_time,1.066276875,0.430791125,,,,
1000.0,μ ACCURACY,total_time,1.5381698750000001,0.451733,0.020941875,0.4718930000000001,0.04437843960389324,1.0
2000.0,μ ACCURACY,total_time,2.58782075,0.468543125,0.01681012500000001,1.049650875,0.016014967833947652,0.3253752365542768
5000.0,μ ACCURACY,total_time,5.540630375,0.4905785,0.022035374999999968,2.952809625,0.007462511234533099,0.12195518074948888
10000.0,μ ACCURACY,total_time,10.066804124999999,0.511640875,0.021062375000000022,4.526173749999999,0.004653461436384325,0.05514197216366952
20000.0,μ ACCURACY,total_time,17.610373625,0.535054875,0.023414000000000046,7.543569500000002,0.0031038356576419215,0.018284145558633506
30000.0,μ ACCURACY,total_time,28.781371125,0.561140375,0.026085499999999984,11.170997499999999,0.002335109286346182,0.0
40000.0,μ ACCURACY,total_time,32.50095625,0.584783375,0.02364299999999997,3.719585125000002,0.006356354057093923,0.09564524837532788
