numero_experimento,descripcion_experimento,scaler,rebalanceo,n,B_accuracy_mean,B_accuracy_std,B_accuracy_var,B_precision_weighted_mean,B_precision_weighted_std,B_precision_weighted_var,B_recall_weighted_mean,B_recall_weighted_std,B_recall_weighted_var,B_f1_weighted_mean,B_f1_weighted_std,B_f1_weighted_var,B_precision_macro_mean,B_precision_macro_std,B_precision_macro_var,B_recall_macro_mean,B_recall_macro_std,B_recall_macro_var,B_f1_macro_mean,B_f1_macro_std,B_f1_macro_var,B_fpr_weighted_mean,B_fpr_weighted_std,B_fpr_weighted_var,B_fnr_weighted_mean,B_fnr_weighted_std,B_fnr_weighted_var,B_fpr_macro_mean,B_fpr_macro_std,B_fpr_macro_var,B_fnr_macro_mean,B_fnr_macro_std,B_fnr_macro_var,B_mcc_mean,B_mcc_std,B_mcc_var,B_roc_auc_mean,B_roc_auc_std,B_roc_auc_var,B_detection_latency_seconds_mean,B_detection_latency_seconds_std,B_detection_latency_seconds_var,B_fit_time_mean,B_fit_time_std,B_fit_time_var,B_score_time_mean,B_score_time_std,B_score_time_var,C_accuracy,C_precision_weighted,C_recall_weighted,C_f1_weighted,C_precision_macro,C_recall_macro,C_f1_macro,C_fpr_weighted,C_fnr_weighted,C_fpr_macro,C_fnr_macro,C_mcc,C_roc_auc,C_detection_latency_seconds,C_fit_time,C_score_time
1,RobustScaler + NONE,RobustScaler,NONE,10000,0.9895144040413235,0.00016177610646306637,2.6171508622349388e-08,0.9895692384058355,0.0001479892338506496,2.1900813335702254e-08,0.9895144040413235,0.00016177610646306637,2.6171508622349388e-08,0.989527043668436,0.00015712896982620042,2.4689513158643003e-08,0.8590452388402439,0.027379832791789266,0.0007496552437063388,0.8480065752810215,0.024680590451675886,0.000609131545043355,0.8476142842192276,0.0224762636996166,0.0005051824298947029,0.0031477117650619557,7.959218385767841e-05,6.334915731234483e-09,0.010485595958676559,0.00016177610646304411,2.6171508622342185e-08,0.0009738076945527509,1.2585021513309001e-05,1.5838276649045038e-10,0.15199342471897842,0.02468059045167591,0.0006091315450433562,0.9851167894442696,0.00022684419961237678,5.1458290897779846e-08,0.9973269417269695,9.358844779514944e-05,8.758797560705413e-09,0.00024718314440451243,9.7585302989111e-06,9.522891359476597e-11,1.0629469394683837,0.07234154879198602,0.005233299681623294,43.45084185600281,1.7153934900637882,2.9425748257532236,0.9903017780832017,0.9903346736458695,0.9903017780832017,0.9903026171019912,0.8430222542248106,0.8475030265453436,0.84501186498829,0.002876834306266638,0.009698221916798267,0.0008982183016474932,0.15249697345465632,0.9862358754151607,0.9975839186043691,0.00030257961189288806,1.2937369346618652,66.48612070083618
