μ ACCURACY,σ ACCURACY,μ PRECISION WEIGHTED,σ PRECISION WEIGHTED,μ RECALL WEIGHTED,σ RECALL WEIGHTED,μ F1 WEIGHTED,σ F1 WEIGHTED,μ PRECISION MACRO,σ PRECISION MACRO,μ RECALL MACRO,σ RECALL MACRO,μ F1 MACRO,σ F1 MACRO,μ FPR WEIGHTED,σ FPR WEIGHTED,μ FNR WEIGHTED,σ FNR WEIGHTED,μ FPR MACRO,σ FPR MACRO,μ FNR MACRO,σ FNR MACRO,μ MCC,σ MCC,μ AUC-ROC,σ AUC-ROC,μ DETECTION LATENCY (S),σ DETECTION LATENCY (S),μ FIT TIME,σ² FIT TIME,μ SCORE TIME,σ² SCORE TIME
0.344591,0.026368,0.856554,0.035801,0.344591,0.026368,0.362319,0.048559,0.321031,0.045304,0.611761,0.033738,0.252721,0.035426,0.026277,0.012136,0.655409,0.026368,0.048692,0.002641,0.388239,0.033738,0.329497,0.03087,0.633559,0.011006,1e-06,0.0,32.712362,287.571388,0.122455,5.2e-05
