numero_experimento,descripcion_experimento,scaler,rebalanceo,n,B_accuracy_mean,B_accuracy_std,B_accuracy_var,B_precision_weighted_mean,B_precision_weighted_std,B_precision_weighted_var,B_recall_weighted_mean,B_recall_weighted_std,B_recall_weighted_var,B_f1_weighted_mean,B_f1_weighted_std,B_f1_weighted_var,B_precision_macro_mean,B_precision_macro_std,B_precision_macro_var,B_recall_macro_mean,B_recall_macro_std,B_recall_macro_var,B_f1_macro_mean,B_f1_macro_std,B_f1_macro_var,B_fpr_weighted_mean,B_fpr_weighted_std,B_fpr_weighted_var,B_fnr_weighted_mean,B_fnr_weighted_std,B_fnr_weighted_var,B_fpr_macro_mean,B_fpr_macro_std,B_fpr_macro_var,B_fnr_macro_mean,B_fnr_macro_std,B_fnr_macro_var,B_mcc_mean,B_mcc_std,B_mcc_var,B_roc_auc_mean,B_roc_auc_std,B_roc_auc_var,B_detection_latency_seconds_mean,B_detection_latency_seconds_std,B_detection_latency_seconds_var,B_fit_time_mean,B_fit_time_std,B_fit_time_var,B_score_time_mean,B_score_time_std,B_score_time_var,C_accuracy,C_precision_weighted,C_recall_weighted,C_f1_weighted,C_precision_macro,C_recall_macro,C_f1_macro,C_fpr_weighted,C_fnr_weighted,C_fpr_macro,C_fnr_macro,C_mcc,C_roc_auc,C_detection_latency_seconds,C_fit_time,C_score_time
1,RobustScaler + RUS/SMOTE/ENN,RobustScaler,RUS_SMOTE_ENN,10000,0.9091706107661895,0.0014259955733374296,2.0334633751779446e-06,0.9643131920570667,0.0011025753836164972,1.2156724765570662e-06,0.9091706107661895,0.0014259955733374296,2.0334633751779446e-06,0.9308746675378231,0.001028225238921246,1.0572471419546536e-06,0.42243383616027624,0.004491023782583174,2.0169294615727677e-05,0.8611035329192485,0.027121652165122,0.0007355840161658669,0.4987592234639903,0.004293605943297455,1.8435051996319226e-05,0.009397696363628489,0.0006102076650228806,3.7235339445267606e-07,0.09082938923381048,0.0014259955733374454,2.0334633751779895e-06,0.006681805706495932,0.00012399380670602504,1.53744641014511e-08,0.13889646708075148,0.02712165216512201,0.0007355840161658674,0.775375980169721,0.0027255704762621912,7.428734421072109e-06,0.9732757979769489,0.00047400345820834607,2.2467927839347126e-07,4.501877302441961e-05,2.689990716543216e-06,7.236050055088684e-12,0.1558347225189209,0.023746997427005444,0.0005639198867982031,18.157314443588255,1.084963891905032,1.1771466467377136,0.9094831006029832,0.9639391356924094,0.9094831006029832,0.9308938548899421,0.4175762955798142,0.8697793699445684,0.4948574287997175,0.009210086990649052,0.09051689939701682,0.006648465759177724,0.1302206300554314,0.7759819595678501,0.9733959601487703,5.40223808486815e-05,0.13511204719543457,27.235923528671265
