dataset,experiment,phase,fold,model_base_path,selection_metric,best_model_checkpoint,best_validation_accuracy,source_max_token_len,target_max_token_len,batch_size,max_epochs,precision,random_state,train_rows,validation_rows,test_rows,features,preprocessing,original_features,pca_components,transformed_features,pca_explained_variance_ratio_sum
CIC17,C__t5_fold_2,C_t5,2,/LUSTRE/home/inginf/u32902122/TFG_T5/07_models/pretrained/t5-small,accuracy,/LUSTRE/home/inginf/u32902122/TFG_T5/07_models/CIC17/fase_C_t5/C__t5_fold_2/checkpoints/checkpoint-1008320,0.997185913202158,150,3,16,10,32,42,1613311,403328,504159,80,StandardScaler + PCA + concatenation,47,33,80,0.9906156320093377
