label,count,proportion
0,1340837,0.8311088190683631
1,110621,0.0685676847179496
10,941,0.0005832725370371862
11,417,0.00025847465243837055
12,24,1.4876238989258736e-05
13,13,8.057962785848482e-06
14,7,4.338903038533798e-06
2,81929,0.05078314100629079
3,58044,0.03597818399552225
4,6583,0.004080428386095427
5,3796,0.002352925133467757
6,3447,0.002136599824832286
7,3345,0.0020733758091279362
8,2060,0.001276877179911375
9,1247,0.0007729445841502351
