dataset,experiment,variance_threshold,selected_components,selected_cumulative_variance,n_samples,n_features,n_components_total,figure_path
CIC17,A1__StandardScaler,0.99,33,0.9904058329011313,2016639,47,47,/LUSTRE/home/inginf/u32902122/TFG_T5/05_results/CIC17/fase_A1_pca_components/A1__StandardScaler/figures/CIC17__A1__StandardScaler__pca_cumulative_variance.pdf
