fold,accuracy,precision_weighted,recall_weighted,f1_weighted,precision_macro,recall_macro,f1_macro,mcc,roc_auc,fit_time,score_time
1,0.9915318095374789,0.9915801840357082,0.9915318095374789,0.9914397314506482,0.9910755060000049,0.9912973714725614,0.9910774427756738,0.9909310593200329,0.9980436471963067,0.15257740020751953,0.15852594375610352
2,0.9918188668412932,0.9918403875283307,0.9918188668412932,0.9917546969156706,0.9910896083628988,0.9910562499936719,0.9910030177894601,0.9912329440975212,0.9981414033281543,0.13484501838684082,0.17189407348632812
3,0.9914241630485485,0.991464045525954,0.9914241630485485,0.9913419506677772,0.9911204459360123,0.9910535749885839,0.9909912881566356,0.9908133883151126,0.9976821913474837,0.146223783493042,0.16422128677368164
4,0.9908141662779433,0.9908432236027143,0.9908141662779433,0.9907267516344326,0.9898674011780032,0.9901695828896028,0.9899230191653986,0.9901590445771443,0.9978514500840797,0.15407586097717285,0.16083383560180664
5,0.9908141662779433,0.990840261639878,0.9908141662779433,0.9907235241847812,0.990150137530393,0.9901364866622945,0.9900464467948904,0.9901591283786298,0.9979236193460166,0.14988303184509277,0.1656942367553711
