μ ACCURACY,σ ACCURACY,μ PRECISION WEIGHTED,σ PRECISION WEIGHTED,μ RECALL WEIGHTED,σ RECALL WEIGHTED,μ F1 WEIGHTED,σ F1 WEIGHTED,μ PRECISION MACRO,σ PRECISION MACRO,μ RECALL MACRO,σ RECALL MACRO,μ F1 MACRO,σ F1 MACRO,μ FPR WEIGHTED,σ FPR WEIGHTED,μ FNR WEIGHTED,σ FNR WEIGHTED,μ FPR MACRO,σ FPR MACRO,μ FNR MACRO,σ FNR MACRO,μ MCC,σ MCC,μ AUC-ROC,σ AUC-ROC,μ DETECTION LATENCY (S),σ DETECTION LATENCY (S),μ FIT TIME,σ² FIT TIME,μ SCORE TIME,σ² SCORE TIME
0.408209,0.030186,0.866774,0.005242,0.408209,0.030186,0.42528,0.039538,0.344899,0.014075,0.752619,0.044959,0.314205,0.018468,0.038282,0.003973,0.591791,0.030186,0.045005,0.002317,0.247381,0.044959,0.383566,0.025152,0.687968,0.084579,1e-06,0.0,18.041869,88.579385,0.115871,8.6e-05
